"Abteilung","Suchbegriff","Suchhäufigkeit","ASIN","Nr. 1 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 2 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 3 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","pixi bücher","99.65","3551044171","Pixi-Bundle 8er Serie W 28: Es weihnachtet sehr","14.86","5.91","3551044473","Pixi-Bundle 8er Serie 239: Preisgekrönte Bilderbücher","8.36","8.41","355190717X","Pixi-Bundle 8er Serie 193: Der kleine Rabe Socke","5.5","4.61","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","pürierstab","99.65","B00A925G3A","Bosch MSM66110 Ergonomischer Stabmixer mit Zubehör, Edelstahl-Mixfuß (600 Watt) sonstige","26.44","6.71","B00EQB0ZY0","Braun MQ 745 Aperitive 7 Stabmixer (750 Watt, 0,6 Liter, Multiquick) schwarz","12.65","2.02","B0007UDGMM","Bosch MSM6700 Stabmixer (600 Watt) weiß","7.89","3.54","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","vakuumiergerät","99.65","B003F0WKDM","CASO VC 10 Vakuumierer (1340) / 30 cm lange Schweißnaht / natürliches Aufbewahren ohne Konservierungsstoffe / inkl. 10 gratis Profi-Beutel","36.38","6.65","B0037LIMOA","Caso VC100 1380 Vakuumierer (120W, 300mm Rollenbreite, Vakuumregulierung, inkl. 10 Beutel) silber","13.21","3.2","B0037LGH1K","CASO VC 200 Vakuumierer mit Folienbox und Cutter (1390) / doppelte Schweißnaht / natürliches Aufbewahren ohne Konservierungsstoffe / inkl. 2 gratis Profi-Beutel & Vakuumierschlauch für Behälter","8.36","9.09","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","violetta","99.65","B01M6BH0MC","","10.39","0","1474865518","Disney Violetta Tini - Ein Neubeginn für Violetta: Mein neues Leben","6.67","1.29","384014244X","Violetta Broschur - Kalender 2017","6.23","2.4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","weihnachtsbeleuchtung","99.65","B005YY96IO","Idena LED Lichterkette 80er, ca. 16 m, für innen/außen, warm-weiß","20.5","1.5","B0095R8O0W","","7.28","0","B00N9ZKOYU","Konstsmide 3739-102 LED Eisregen Lichtervorhang  / für Außen (IP44) /  Batteriebetrieben: 2 x D 1.5V (exkl.) /mit Lichtsensor und 6h und 9h Timer / 80 warm weiße Dioden/ weißes Kabel","6.59","0.38","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fire stick","99.64","B00KAKPZYG","Fire TV Stick","75.51","2.67","B010EGFSSS","Fire TV Stick mit Sprachfernbedienung","9.56","46.04","B00UH2K93O","Amazon Fire TV mit 4K Ultra HD","7.22","6.83","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fleshlight","99.64","B002SQJIVQ","Fleshlight - Pink Lady Vortex  - diskreter, stabiler Masturbator aus realistischem SuperSkin Material","13.34","14.18","B01C46PCL4","Fleshlight Girl Riley Reid Lotus Male Masturbator, 1 Stück","12.66","6.43","B0084A8QMC","Fleshlight Flight Pilot, Masturbator","7.59","4.36","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ipad pro","99.64","B01DHDWMZW","","51.84","49.74","B01DHDV6O0","","14.75","8.29","B016N6CUI4","Apple iPad Pro ML0N2FD/A 32,8 cm (12,9 Zoll) Tablet PC (Wi-Fi, 4GB RAM, 128GB HDD, Apple iOS, Touchscreen) spacegrau","10.92","7.37","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","skijacke herren","99.64","B014R7JTUI","","6.88","0","B016DEU13W","Dare 2b","4.59","0","B01MA59CFA","","3.82","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","star wars lego","99.64","B00SDTTH5E","LEGO Star Wars 75105 - Millennium Falcon","5.1","0.88","B012NOD05C","LEGO Star Wars 75135 - Obi-Wan's Jedi Interceptor","4.89","1.02","B012NOKL40","LEGO Star Wars 75129 - Wookiee Gunship","4.17","3.4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","zauberkasten","99.64","B001KBYU4A","Ravensburger 21939 - Meine erste Zaubershow","21.88","12.19","B0052DSEDU","Kosmos 680282 - Magic Zauberhut","14.32","6.36","B000MWWGW6","Kosmos 698232 - Zauberschule Magic - Gold Edition","11.99","8.62","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","adventskalender jungen","99.63","B01BPF6MX2","Revell Control 01010 - Adventskalender RC Truck, blau","6.86","3.39","B01HM4H6W6","kinder Überraschung Hot Wheels Adventskalender - Jungen, 1er Pack (1 x 480 g)","5.57","1.36","B01BSRL3VI","Clementoni 69017.6 - Adventskalender, mehrfarbig","4.99","2.15","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bademantel herren","99.63","B00Q8JPXE0","Puma Unisex Bademantel Active","26.08","0","B00N9URGBY","Eleganter Bademantel für Damen & Herren | Größe S - XXXL in modernen Farben | Sauna-Mantel mit Schalkragen | Mikrofaser, Coralfleece, Gewicht ca. 260g/m² | CelinaTex 0004323 Nevada | schwarz mit anthrazit | XXXL","13.46","16.07","B003U72MQK","CelinaTex 0001286 flauschiger Kapuzen-Bademantel für Damen & Herren | viele Größen und Farben | Mikrofaser, Coralfleece | M platin grau | Florida","7.62","11.78","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","cr2032","99.63","B018S4PTNW","Varta Batterien Professional CR2032 Lithium Knopfzelle (3V, 10-er Pack) in original 1er Blisterverpackung","34.06","7.02","B008BSGJH6","VARTA CR2032 3V Lithium Knopfzelle, 20 Stück","19.91","3.64","B018S4PT0A","Varta Batterien Professional CR2032 Lithium Knopfzelle (3V, 20-er Pack) in original 1er Blisterverpackung","10.89","4.65","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dragons","99.63","3833230452","Dragons: Das Buch der Drachen","8.56","3.19","3833231556","Dragons: Der große Drachenführer","6.72","3.81","B00V8KQVBI","Craze 52120 - Adventskalender DreamWorks Drachenzähmen leicht gemacht","6.22","23.5","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","garmin vivosmart hr","99.63","B017BO18LM","Garmin vívosmart HR Fitness-Tracker - integrierte Herzfrequenzmessung am Handgelenk, Smart Notifications","45.89","0","B01FE1IUKG","Garmin vívosmart HR+ Fitness-Tracker - GPS-fähig, Herzfrequenzmessung am Handgelenk, Smart Notifications","18.93","0","B01ENLHSRY","","13.39","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","induktionskochfeld","99.63","B0053TQS2C","AEG HK634250XB Induktionskochfeld / Glaskeramik / 60 cm / 4-fach Induktion mit Single-Control / Stop und Go-Funktion / Edelstahl","22.19","6.41","B00IOK6RXM","Tefal IH2018 Induktionskochfeld Everyday (6 voreingestellte Programme, 9 Heizstufen automatische Topferkennung, 2.100 W)","7.53","7.12","B00U5O9BHY","Bauknecht ESIF 6640 IN Kochfeld Elektro / Induktion / 58 cm / 4 Induktions-Kochzonen mit Booster-Funktion / 60 cm / schwarz","6.32","4.57","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kalender 2017 wandkalender","99.63","384077117X","Seeblick 2017 - Broschürenkalender (30 x 60 geöffnet) - Landschaftskalender - Wandplaner","5.99","2.82","B01BHYJ4UE","LYSCO  Wandkalender, 2017 DIN A1 Format, Gefaltet auf A4, grün","4.44","6.46","3840774039","Faszination Natur 2017 - Fascinating Nature - Bildkalender quer (56 x 42) - Landschaftskalender","4.2","2.05","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kinderküche","99.63","B004PVGH0W","Theo Klein 9155 - Miele Küche Gourmet International, Spielzeug","15.28","15.11","B00151SPA0","Theo Klein 9090 - Miele Spielküche ""Petit Gourmet"" mit Geräusch und Zubehör, 95 cm, Spielzeug","9.41","9","B002KKCQSC","Theo Klein 9044 - Miele Spielküche ""Kompakt"" mit Zubehör, 50 cm, Spielzeug","7.44","9","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","smaragdgrün","99.63","B01GS706S4","Smaragdgrün","65.72","25.8","B01HE16JHK","","15.27","0","B01LY9WWCN","Die Edelsteintrilogie (Rubinrot, Saphirblau, Smaragdgrün) [Blu-ray]","8.62","18.25","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","soy luna","99.63","1474866484","Disney Soy Luna - Alles ist möglich","6.96","5.2","B01F7QU4QG","Disney Soy Luna fruchtig-frisches Bodyspray 200ml (Duftnote: fruchtig, blumig, süß)  – Geschenk-Set für Mädchen","5.07","5.45","B01ELOJIWG","Soy Luna 70032701 - Bracelet Spielzeug","4.25","4.12","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","tiptoi bücher","99.63","3473435147","tiptoi® Meine schönsten Kinderlieder (tiptoi® Bilderbuch)","7.49","3.45","3473329118","tiptoi® Mein großer Weltatlas","5.01","3.04","3473554014","tiptoi® Weltraum (tiptoi® Expedition Wissen)","4.34","2.51","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","yankee candle","99.63","B0037EEK7A","Yankee Candle 1093707E Vanilla Cupcake Grosses Jar","11.78","2.76","B00GOYL6XQ","Yankee Candle 1100954E Jar Sparkling Cinnamon Kerzen","8.45","2.36","B000WQY96I","Yankee Candle 10726 Housewarmerglas 105g Vanilla Cupcake","4.95","2.63","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","apple watch","99.62","B00X1N26L4","Apple MJ3T2FD/A Aluminium Sportarmband für Apple Watch (42 mm) space grau/schwarz","37.51","23.97","B01ENDWQYM","Apple Watch 42 mm - Aluminum-Gehäuse (space grau) mit Sport Band (schwarz) [EU Version]","12.84","13.7","B0163E7W5M","Apple MLCH2FD/A Aluminium Sportarmband für Apple Watch (38 mm) rose/gold/lavendel","6.12","27.4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dampfbügelstation","99.62","B006TYYO7G","Tefal GV5245 Dampfbügelstation Easycord Pressing, 4,5 bar, Variabler Dampf 0-90 g/min","24.65","8.97","B00MOIFXN0","Tefal GV6720 Hochdruck-Dampfbügelstation Effectis, 5 Bar, 100 g /min Dampf","11.1","6.17","B006TYYNK4","Tefal GV8461 Pro Express Turbo Autoclean Dampfbügelstation, 6 bar, Variabler Dampf 0-120 g/min, Dampfstoß: 260 g/min, automatische Abschaltung","6.17","2.16","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fleecejacke herren","99.62","B005GP8YVQ","","10.04","0","B009ES4GDG","","9.2","0","B00H9D6ZKK","VAUDE Herren Jacke Smaland Jacket, black, L, 05012","4.16","12.44","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kalender","99.62","3840770017","Buchkalender Balacron schwarz 2017 - Bürokalender A5 / Cheftimer A5 - 1 Tag 1 Seite - 320 Seiten","12.12","4.38","B01HI7S8UQ","Busy B 5060022555556 Terminkalender mit doppelter Wochenansicht","11.27","2.59","3862294102","VintageArt 2017: Terminplaner","8.97","1.95","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kipling","99.62","B015MLI6HA","Kipling K13636 Damen Henkeltaschen 33x24.5x19 cm (B x H x T), Rosa (10V Blush Pink C)","3.08","0.72","B01E75YFBS","Kipling - Großer Rucksack - CLAS SEOUL - Mustard Yellow (Gelb)","1.59","0","B017PHDRKU","Kipling KALIPE, Damen Schultertaschen, Rosa (Flamboyant pink)","1.57","1.86","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kratzbaum","99.62","B0041O4W8M","Kerbl 82529 Kratzbaum Safari 38 x 38 x 60 cm dunkelbraun mit borte","8.78","4.36","B019GBLF2U","AmazonBasics Spielstation und Kratzbaum für Katzen, mittelgroß","3.37","1.41","B00592OBTA","Nobby Kratzbaum Motega für Katzen, beige","3.09","2.41","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","osram lightify","99.62","B00JDJC2LO","OSRAM LIGHTIFY Classic A LED-Glühlampe, A+, 10 Watt, E27, matt, dimmbar / warmweiß bis tageslicht  2700K - 6500K und Farbsteuerung RGB","15.38","19.85","B00YSXBP90","OSRAM LIGHTIFY Plug / Schaltbare Steckdose als Schnittstelle für die Erweiterung des LIGHTIFY-Systems durch Einbindung herkömmlicher Leuchtmittel","14.73","5.46","B00JDJC4GM","OSRAM LIGHTIFY Starter Kit Gateway - Controller zur Fernsteuerung / Als Remote-Schnittstelle für alle LIGHTIFY-Produkte / LED-Glühlampe / dimmbar / warmweiß bis tageslicht  2000K - 6500K und Farbsteuerung RGB","9.54","8.67","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","schminkkoffer","99.62","B007L0FUCK","BriConti Schminkkoffer 'Everybody's Darling', Make-Up Set","34.72","5.76","B004DK62DC","BriConti Schminkkoffer 'French Manicure', 1 Stück","14.43","12.11","B00WHZY4C6","BriConti Schminkkoffer 'Beauty Case' black, 1 Stück","12.37","5.55","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","adventskalender buch","99.61","3570225739","Schnauze, es ist Weihnachten: Eine Adventsgeschichte in 24 Kapiteln","10.79","4.13","3440150836","Die drei ??? Kids, Der Adventskalender: 24 Tage im Weihnachtsland. Mit Extra: Stickerbogen","6.41","2.77","3738653368","Wunder kommen leise: Adventskalender für Erwachsene","5.68","1.5","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","club der roten bänder","99.61","B017AZU8KE","Club der roten Bänder - Staffel 1 [3 DVDs]","41.16","31.8","B01LXPTWQZ","Club der roten Bänder - Staffel 2 [3 DVDs]","23.04","10.59","3442221765","Club der roten Bänder: Glaub an deine Träume, und sie werden wahr -  -","11.63","17.69","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kalender 2017 terminplaner","99.61","3840770017","Buchkalender Balacron schwarz 2017 - Bürokalender A5 / Cheftimer A5 - 1 Tag 1 Seite - 320 Seiten","9.56","5.47","3862294102","VintageArt 2017: Terminplaner","9.44","1.68","B018TPXL9O","Chronoplan 50927 Buchkalender 2017 (Softcover, 1 Woche/2 Seiten)","7.44","9.24","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kompressor","99.61","B003A5ZBY2","Black + Decker Kompressor, 11 bar / 160 psi, digitale Druckeinstellung, Kabelfächer, beleuchtete Skala, ASI300","12.08","5.51","B00LALVTU8","Einhell Kompressor TH-AC 200/24 OF (1,1 kW, 24 L, Ansaugleistung 140 l / min, 8 bar, ölfrei, große Räder und Haltebügel)","10.65","6.09","B00BHC973G","Güde Kompressor AIRPOWER 190/08/6, 50089","7.03","3.27","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","logitech headset","99.61","B00CJ5FPUE","Logitech G430 Gaming Kopfhörer (Dolby 7.1-Surround-Sound für PC und PS4) blau","32.32","10.62","B015HG77FC","Logitech G933 Artemis Spectrum Kabelloses professionelles Gaming Kopfhörer (mit 7.1-Surround-Sound, 2,4-GHz-Verbindung) schwarz","19.73","1.1","B00CJ5FPS6","Logitech G930 PC-Gaming Kopfhörer (schnurlos, für PC) schwarz","9.04","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","skijacke damen","99.61","B00566SLEU","Ultrasport Damen-Funktions-Alpin-Outdoorjacke Mayrhofen mit Ultraflow 10.000","3.73","0","B016JAZLUI","ICEPEAK Damen Jacket Odda I","3.07","0","B016RELBC8","","2.77","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wasserfilter","99.61","B001EHF29W","BRITA Wasserfilter Jahrespaket Fjord Cool mitternachtsblau","24.93","0.26","B007Y6DS84","BRITA Wasserfilter Marella Cool weiß inklusive 3 Kartuschen","14.96","11.75","B000B4UHHQ","Brita Wasserfilter Marella XL blau","7.37","6.03","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bilderrahmen","99.6","B003TBKKNE","Walther KV040B New Lifestyle Kunststoffrahmen im Format 30 x 40 schwarz","24.76","10.66","B00WGS9F9G","Empireposter - Collage Bilderrahmen Family - Kunststoff weiss Multishot - Größe (cm), ca. 69x32 - Wechselrahmen Rahmen-Collage - Qualitäts-Wechselrahmen der Marke empireposter® Frames Profil 15mm Kunststoff weiss mit Glas-Scheibe - Aussengrösse 69x32 cm für 10 Bilder der Größen 10x15 cm","10.57","3.8","B00194NBGG","Hama Portrait Bilderrahmen Davos (Fotogröße 10 x 15 cm) silber","6.81","4.26","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bluetooth kopfhörer","99.6","B00M58CMYC","Bose SoundLink on-ear Bluetooth Kopfhörer schwarz","17.68","0.14","B00U5WV250","Sony MDR-ZX330BT Kopfhörer mit Bluetooth und NFC schwarz","8.34","0.14","B012O6U8OA","Philips SHB3060BK/00 Bluetooth-Kopfhörer (kräftigem Bass) schwarz","6.73","10.09","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","go pro","99.6","B01LYTQY22","GoPro HERO5 Black Action Kamera (12 Megapixel) schwarz/grau","38.95","23.36","B01BSPLMPW","GoPro HERO Session Actionkamera (8 Megapixel, 38 mm, 38 mm, 36,4 mm)","20.23","24.44","B00O32GPKK","GoPro HERO4 Silver Adventure Actionkamera (12 Megapixel, 41,0 mm x 59,0 mm x 29,6 mm)","16.68","19.11","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","knete","99.6","B00N1089SG","Hasbro Play-Doh A7924EU4 - Super Farbenset (20er Pack), Knete","20.56","1.61","B00VEMLTZS","Hasbro Play-Doh B1168EU4 - Safari Knetwelt, Knete","7.11","3.54","B00N0ZNZAE","Hasbro A7923EU5 - Play-Doh Regenbogen Knetpack , Sortiment","7.04","3.87","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","samsung galaxy s7","99.6","B01BTZFM0W","Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) schwarz","32.31","14.78","B01BTZFQX0","Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) gold","13.82","19.75","B01BTZFPKO","Samsung Galaxy S7 Smartphone (5,1 Zoll (12,9 cm) Touch-Display, 32GB interner Speicher, Android OS) weiß","12.78","12.93","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","schreibtischunterlage","99.6","B0007OEHEE","Durable 711319 Schreibunterlage (Duraglas, 50 x 65 cm) transparent","18.93","9.65","B000J6F80C","Durable 710301 Schreibunterlage (mit Dekorrille, 650 x 520 mm) 1 Stück, schwarz","13.51","10.2","B001AVJ0B8","Idena 350105 - Schreibunterlage Weltkarte","7.37","6.25","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","spielzeug ab 1 jahr","99.6","B0007D7O22","Tomy Wasserspiel für Kinder ""Okto Plantschis"" mehrfarbig - hochwertiges Kleinkindspielzeug - Spielzeug für die Badewanne - ab 12 Monate","4.61","1.87","B00W7A6A4Q","Malinos 300011 - Buntstift - Babyzauber ab 1 Jahr","4.42","2.07","3831022011","Erstes Lernen - Stapelwürfel Wörter","3.96","4.82","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","tassimo","99.6","B00MOADPQ0","Bosch TAS1252 Tassimo Multi-Getränke-Automat VIVY (kompakte Gerätemaße, Getränkevielfalt, vollautomatische 1-Knopf-Bedienung), real black","43.84","10.63","B0095FMJE6","Tassimo Jacobs Caffè Crema classico XL, 5er Pack (5 x 16 Portionen)","8.65","1.56","B00MOADKUG","Bosch TAS4504 Tassimo Multi-Getränke-kaffeeautomatJOY (mit Brita Wasserfilter, Getränkevielfalt, 1-Knopf-Bedienung), Clear White / anthrazit","6.74","12.97","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","aquarium","99.59","B01BVDGKJE","Tetra Starter Line Aquarium-Komplettset (mit LED-Beleuchtung, stabiles 54 Liter Einsteigerbecken mit Technik, Futter und Pflegemitteln)","21.34","23.36","B000XAE55S","Tetra AquaArt Aquarium-Komplett-Set Tropisch 60 L, anthrazit","8.01","6.64","B001MZYH5G","Juwel Aquarium 71030 Unterschrank Vision 180 SB, schwarz","6.46","0","","","","","","","","","","","","","","","","","","","","","",""
